coords	ins0	ins1	ins2	ins3	ins4	ins5	ins6	ins7	ins8	ins9	ins10	ins11	ins12	ins13	ins14	ins15	ins16	ins17	ins18	ins19	no_ins0	no_ins1	no_ins2	no_ins3	no_ins4	no_ins5	no_ins6	no_ins7	no_ins8	no_ins9	no_ins10	no_ins11	no_ins12	no_ins13	no_ins14	no_ins15	no_ins16	no_ins17	no_ins18	no_ins19
chr1,2335262,2335495	0.00295664257735	0.00191990289082	0.00250750272489	0.00299459067734	0.00652844795893	0.0184704144454	0.0216438325727	0.0069416564903	0.0335935919697	0.259933542022	0.00379344936346	0.00560664277308	0.00504447333048	0.00222947007158	0.00378884792137	0.00350007066758	0.00456956328669	0.00347212367807	0.0032692925649	0.00368950410114	0.00432916033475	0.00451225496473	0.00121742428218	0.00392284275273	0.00488674616616	0.00596078431373	0.0128200931921	0.00485597251586	0.00456437291898	0.0441755793226	0.0	0.00840546218487	0.00478311688312	0.0	0.0128205128205	0.000852272727273	0.00107200155574	0.000282485875706	0.00175438596491	0.000564971751412
chr1,2986951,2987018	0.00449156298772	0.00266241686303	0.0073795506334	0.0252783744785	0.70167403543	0.547528693969	0.35131084896	0.459324892905	0.537342583478	0.197787385757	0.0451003331868	0.0458842866076	0.0252131355987	0.0170202963716	0.0120858032259	0.00583931593763	0.0053877608526	0.00384680300201	0.00399823208893	0.00473974665977	0.0	0.0	0.0	0.00884955752212	0.792207792208	0.729591836735	0.349397590361	0.428571428571	0.0	0.0	0.4	0.0894308943089	0.075208913649	0.0289855072464	0.0	0.0	0.0	0.0	0.0	0.0
chr1,3090084,3090272	0.00468639676189	0.00548771794036	0.00610261496375	0.00358211201618	0.00261283035969	0.00624968643332	0.00213683848667	0.00552615768156	0.00309007077325	0.00439615667311	0.00573536842562	0.00499985105858	0.00367149839258	0.00427146815336	0.00556335492951	0.014568376168	0.00855650463068	0.00351508958175	0.00351154096057	0.00781351215099	0.0232558139535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166666666667	0.0	0.0181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,3342380,3342432	0.00286937470901	0.00329122133791	0.00274603983635	0.00392393292942	0.00603968416629	0.00302955734416	0.00591164053506	0.00375121859614	0.00327241576782	0.00388335008827	0.218710794325	0.489193028159	0.245413090128	0.0576062145517	0.0175583302958	0.436438744854	0.153269241707	0.0251525420107	0.032054348159	0.0269039146763	0.0	0.0	0.0	0.0	0.00456621004566	0.0	0.0	0.00727272727273	0.0077519379845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,3413549,3414889	0.00279313938515	0.00378201909431	0.00252806271084	0.0451133930779	0.788621721164	0.747109587201	0.665455390404	0.0764592084155	0.0338791158681	0.0275232187403	0.0110568984761	0.00268877604518	0.00376101836164	0.00586276789342	0.00410198510967	0.00436118190234	0.00361172317229	0.00312375413183	0.00487373504359	0.00352021348376	0.00433333333333	0.0025	0.00278555431131	0.0204656862745	0.809858140543	0.686505535473	0.2961117837	0.0195652158669	0.0122924266744	0.0142545820193	0.00294117647059	0.0	0.00475304334865	0.00944118605409	0.00555999491785	0.00472436100286	0.0037869887819	0.0022773402748	0.0025641025641	0.0013698630137
chr1,4111033,4111110	0.0993989403765	0.213447102813	0.0537479644575	0.288144368331	0.293038841287	0.0926314295654	0.168641256206	0.378071288386	0.26361624471	0.428437485387	0.654225563308	0.446057109787	0.149269793184	0.436528516533	0.468532941805	0.564807593512	0.470485311735	0.458736493607	0.493300451223	0.530158375139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.666666666667	0.764705882353	0.431034482759	0.0	0.6	0.5	0.388888888889	0.536585365854	0.606060606061	0.578947368421	0.523364485981
chr1,4111111,4113062	0.20262132128	0.0717272572111	0.224086884676	0.411394529852	0.101559632438	0.165304890012	0.168492088675	0.272907791001	0.324625838631	0.158278175044	0.0212778755312	0.00679446752563	0.00734294383924	0.00818100573105	0.00539068293461	0.00483346539965	0.0039441275928	0.00260168944673	0.00396286866629	0.00338541824892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287356321839	0.384615384615	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0202702702703	0.0283687943262	0.0
chr1,4113063,4113122	0.503694203006	0.428773917813	0.459060113604	0.35175917651	0.38141954764	0.375488117033	0.403594692883	0.353667826518	0.293356958949	0.168411339459	0.0118410143509	0.00620363269728	0.00763271671189	0.00499489172122	0.00259055054688	0.00415565555644	0.00310053945453	0.00417906151739	0.00303577034058	0.00622796114788	0.565217391304	0.431472081218	0.818181818182	0.5	0.333333333333	0.142857142857	0.439393939394	0.396226415094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00900900900901	0.0434782608696	0.0	0.0
chr1,4405925,4406006	0.00408080957387	0.00676798243795	0.00365208563463	0.00221684542763	0.00725562909827	0.0053909236321	0.0127024778975	0.00406046440087	0.00673316741126	0.0116152819425	0.1384171334	0.157496610141	0.0992830468155	0.0219017094017	0.0141312747082	0.02478029325	0.0379980762933	0.147884828577	0.134855379583	0.0422021446682	0.0	0.00604742439192	0.00256588246444	0.00381568107119	0.000816993464052	0.00647150301783	0.011506866976	0.0168415851486	0.03670904321	0.22941552991	0.814640229129	0.656001101184	0.578570926975	0.258944486886	0.339525633295	0.322159112296	0.264580150751	0.436035133148	0.360415359266	0.220496721221
chr1,5044510,5044605	0.00254107831856	0.00283754827676	0.00507000713237	0.00320939305224	0.00417651444476	0.00386380329734	0.00705428743936	0.0955426333262	0.0697444245863	0.0570409507316	0.0141069490286	0.0281959053529	0.0464879973499	0.0699795209304	0.0261822904469	0.0154414099577	0.0368426209349	0.0663871988414	0.107716200781	0.00725537312833	0.00205761316872	0.00520833333333	0.0153102664068	0.00271002710027	0.0	0.00284920578389	0.0	0.548666601899	0.299150300972	0.380611416522	0.0744294819899	0.109148285519	0.134777459448	0.129089097708	0.156560750339	0.0871068760069	0.19517169025	0.358648017429	0.466777033466	0.0167624521073
chr1,5044606,5045303	0.00257032892	0.00493696697269	0.00304687575486	0.00510365870567	0.00366641771988	0.00668889030819	0.110330432453	0.0961886954748	0.0622155664683	0.0470622840617	0.0711377447625	0.124164235337	0.0102755304153	0.00639928643671	0.00353748653701	0.00244611597388	0.00333471626322	0.00290694447137	0.00341262558658	0.00367193756724	0.00377657168702	0.0123458019215	0.00466069819233	0.000606060606061	0.00297022099348	0.00289855072464	0.345975844531	0.210407965377	0.24026270724	0.162455554196	0.263685793784	0.349432854381	0.00997267759563	0.00834198684666	0.0	0.00222222222222	0.00411442933176	0.0	0.000719424460432	0.00301177536232
chr1,5531285,5531953	0.0032603407822	0.00458642925622	0.00349521448512	0.00459261595651	0.0116823387844	0.0112869710379	0.0145064518936	0.0121193674956	0.0124444659485	0.0307988450261	0.0100471886625	0.00338088305129	0.00365355275641	0.00494687993487	0.00348793827166	0.00260630136112	0.00676984678852	0.00635788517236	0.00495265526975	0.00311059908655	0.00502201613348	0.0017825311943	0.0101883701884	0.00386019510443	0.00385208012327	0.0110717886024	0.0016835016835	0.00407967859444	0.0056785956752	0.00714138316884	0.000693962526024	0.00343053173242	0.00170645852464	0.00350449649622	0.00412970635281	0.00893746796678	0.00707616463881	0.002457002457	0.00215815465082	0.00423239103976
chr1,5691740,5696671	0.0036715822271	0.00331841937018	0.00335042830116	0.00334781794907	0.0114061255862	0.0045820893295	0.00453420732496	0.00570119605867	0.0106271240186	0.0550397619062	0.191526381546	0.116809761881	0.0126719571475	0.00594574567008	0.00604938000881	0.00148475338842	0.00439627204659	0.00440343312214	0.00719333588775	0.00383948670172	0.0	0.0	0.00714285714286	0.0	0.0	0.0	0.0104166666667	0.0	0.0	0.015503875969	0.333333333333	0.0666666666667	0.029702970297	0.00390625	0.0045871559633	0.0	0.0	0.0	0.00490196078431	0.0
chr1,5862802,5862941	0.00721909886225	0.00365213747507	0.0025696619144	0.0040113991425	0.00641569161789	0.00314756486345	0.00358693361831	0.00315582083802	0.00562057804631	0.00812154627445	0.250460670564	0.176424876339	0.305179882525	0.371564569301	0.233125833499	0.112228848566	0.00366544910919	0.00192595349513	0.00411734714759	0.00450753777767	0.00636942675159	0.00452095530155	0.00116822429907	0.00226244343891	0.0	0.00793650793651	0.00167224080268	0.00460418676847	0.0	0.0	0.206976744186	0.201754385965	0.278333333333	0.377083333333	0.166666666667	0.328947368421	0.0	0.0	0.00649350649351	0.0
chr1,5911725,5916535	0.00297139583383	0.00380036313209	0.00343614149782	0.00401915249301	0.00524175646156	0.00394756410211	0.00506204465901	0.004302536056	0.00555664526053	0.0097507946517	0.0469955799999	0.00366273458708	0.00509194034839	0.00261587999546	0.00573567809946	0.00255276601446	0.00286621129652	0.00445144326264	0.00569639708104	0.00206241681487	0.00423479831843	0.00266241103529	0.00485495095121	0.00153846153846	0.00297268097806	0.00126619267119	0.00275985361413	0.00481185481185	0.00269387755102	0.00207936507937	0.00970398058064	0.000871148459384	0.0013975335657	0.00134452026628	0.00247531460206	0.00234685102156	0.00121212121212	0.00331670674077	0.00225837547719	0.00257484507288
chr1,6218531,6219237	0.00312914761966	0.00531311378722	0.00248036167603	0.00432753076839	0.00189938042346	0.00651866364246	0.00274826417035	0.00229886218667	0.00469636016684	0.00490747739817	0.00905196981554	0.0040784320732	0.00646600331576	0.0114081969447	0.00513294060506	0.00462691415148	0.00630107292251	0.00387749058485	0.00646017664455	0.0042755663046	0.00563977082836	0.00741461622289	0.00674827369743	0.00337837837838	0.00599747474747	0.0118691791206	0.00603784821015	0.0030303030303	0.00700483091787	0.00398516066994	0.0	0.00179856115108	0.00499698457827	0.0	0.00507054673721	0.00703682432155	0.00374557717824	0.00166666666667	0.00155279503106	0.00232504068821
chr1,6273768,6273906	0.00600423687072	0.00392029052851	0.00620068909669	0.00679529699869	0.00797427722727	0.0124598215975	0.0716667153438	0.254870634668	0.455421896147	0.049157853918	0.0	0.202136152365	0.252813594496	0.15704702879	0.0040063833449	0.00905797101449	0.147258221398	0.16651324197	0.199611761048	0.119409825876	0.0	0.0	0.0	0.0	0.00826446280992	0.0	0.0	0.179487179487	0.185185185185	0.0	0.0	0.148148148148	0.285714285714	0.153846153846	0.0	0.0	0.0128205128205	0.0555555555556	0.0	0.0
chr1,6273947,6274053	0.00431467520259	0.00656987244936	0.00858932235965	0.00654246251871	0.0499888672755	0.208703664324	0.438497158147	0.11354886935	0.0	0.0	0.224140640117	0.134989795427	0.216534585351	0.00266003837432	0.0744146030072	0.185297419137	0.0276992848421	0.141467516842	0.118621757778	0.00145137880987	0.0	0.0	0.0190476190476	0.0	0.0	0.264705882353	0.293103448276	0.0	0.0	0.0	0.408163265306	0.307692307692	0.25	0.0	0.0588235294118	0.037037037037	0.0	0.0	0.0	0.0
chr1,6302582,6303156	0.011665816935	0.000400962309543	0.0	0.00366355057738	0.0172296050203	0.00768728035548	0.0068585862386	0.00583070404109	0.0075842630392	0.0124586319345	0.0146382751056	0.00243330149728	0.00729234602254	0.00376967852603	0.00307528066812	0.003120944123	0.00442533284972	0.00349753209721	0.00121768314832	0.00437788759838	0.00950356515395	0.0	0.0	0.00925925925926	0.015873015873	0.00258397932817	0.00632413483337	0.00185185185185	0.0038791067935	0.00658142081489	0.00465260545906	0.00309829059829	0.00093370681606	0.000555555555556	0.00276970848399	0.0010101010101	0.00831815421979	0.0	0.00179211469534	0.00194931773879
chr1,6454677,6456015	0.00352029792046	0.00463289222822	0.00862333598351	0.00947830535776	0.00299644044229	0.0059130594482	0.00410204414685	0.0086284074659	0.01564187837	0.188983316272	0.168629856084	0.0103936836586	0.00492475007379	0.00576800026253	0.00256646563123	0.00919584862877	0.00684946162462	0.0218335653413	0.00477850898418	0.00524215740296	0.0	0.0	0.0	0.0	0.0416666666667	0.0	0.0	0.0	0.0	0.368421052632	0.418604651163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769230769231
chr1,6514400,6515317	0.00327248429004	0.00405326029556	0.0047842547918	0.00451785835369	0.010385647587	0.0231430806034	0.00929506724839	0.00462767995444	0.00310881891469	0.00678429898755	0.00559600270994	0.00320553901889	0.00232825747933	0.00386929751167	0.00360813214365	0.00171418619694	0.00462152359215	0.00471674097333	0.00537208078998	0.00356357850391	0.00382747882748	0.00202849792203	0.00133511348465	0.00680272108844	0.00345622119816	0.0238095238095	0.0	0.0	0.0	0.0119047619048	0.00297619047619	0.0047619047619	0.00074794315632	0.00358784752307	0.00291923220901	0.00195694716243	0.00284416604466	0.00771263919581	0.0248015873016	0.00221047370311
chr1,7067629,7067790	0.153000441532	0.148018094352	0.171305733145	0.194180945002	0.114940431191	0.0947327854971	0.0994708088102	0.137274152631	0.132515324601	0.145289274142	0.129682903837	0.125516525545	0.133204806808	0.141725897856	0.165355522379	0.145277630258	0.101302793855	0.118034949653	0.104022472498	0.144977494226	0.227781562396	0.25076128709	0.243471954085	0.273485943696	0.165601662774	0.144978783593	0.119121117719	0.182104714054	0.184588541078	0.234034559146	0.21142448858	0.158310719327	0.187584413004	0.190905716407	0.231339347333	0.252045220966	0.162157020596	0.153139079015	0.144798225684	0.229249601075
chr1,7071563,7071716	0.207394130356	0.113197685001	0.121961449628	0.155179099447	0.135896606453	0.165038178975	0.101479364334	0.1563833877	0.134077332859	0.182600937074	0.143933575231	0.126723053393	0.139391730005	0.139586300674	0.137472355824	0.107233973784	0.102408911102	0.176864277397	0.134396480751	0.104831891104	0.28140052159	0.168224355973	0.171615072423	0.211006245311	0.203701102676	0.189616052672	0.149610475976	0.208455040692	0.210212687676	0.206561475587	0.224751643228	0.190964405392	0.26310584044	0.249113841945	0.307803102983	0.190702721808	0.14450424799	0.227840887306	0.227222629289	0.163432025134
chr1,7241159,7241362	0.00444758537999	0.00612092575701	0.00722616903223	0.003103883922	0.00826419393032	0.00366460659111	0.00604375018292	0.035224841034	0.0281977186135	0.569992958978	0.694660632055	0.207727982861	0.168197560298	0.00742160841396	0.00917436538947	0.00274270579492	0.00408427548795	0.00484563466322	0.00477099980221	0.00463256801459	0.0	0.0	0.0	0.0	0.0	0.0	0.00769230769231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,7241363,7241617	0.00622197555051	0.00350669634022	0.00779015366265	0.00393987026686	0.00577646823913	0.0402526610913	0.0462349264525	0.633649257058	0.801498101006	0.653687487292	0.051252512091	0.00588206686501	0.00533099137572	0.00311388805199	0.00331592371203	0.00565195386709	0.00457822861704	0.00531925328861	0.00589502160203	0.00610920805998	0.0	0.0	0.0	0.0	0.00970873786408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,7831067,7831925	0.00542085771041	0.00248965923409	0.00259924047907	0.00364092993625	0.0061499497139	0.00496708515144	0.0159330864952	0.00521193713053	0.00497114888857	0.0126386841361	0.00257660639652	0.00520629477866	0.0043079015277	0.0120436793709	0.00448767375684	0.00542732245693	0.00421515093497	0.00369775366652	0.00211782048618	0.00307485866899	0.00921702798664	0.00378844746227	0.00435251225358	0.0	0.00259357500737	0.0115547047221	0.0100746076666	0.000784929356358	0.0113129432676	0.0053624260355	0.0	0.00178890876565	0.00178890876565	0.0384615384615	0.00493096646943	0.00480769230769	0.00488662279462	0.00549181453021	0.0	0.0
chr1,7975862,7976602	0.00325456484403	0.00325100586395	0.007330178095	0.00558720569324	0.00372267474966	0.00482360958546	0.0030624169663	0.00602691732334	0.00454602824173	0.060035319297	0.00571814157	0.00628981782273	0.00282296163085	0.00161046095943	0.0024827701629	0.00325973808441	0.00129434160888	0.00583886620031	0.00531625313569	0.00317271979156	0.0	0.00680272108844	0.0	0.0	0.0	0.0	0.00337837837838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,8169457,8169558	0.00360071314884	0.00436882331078	0.0168741351814	0.0065230338916	0.00957107295972	0.00299650905338	0.00439165202186	0.00233796048218	0.00545705292476	0.00824728438362	0.114235283563	0.124194475499	0.337658310944	0.582877570149	0.505805482981	0.407228918441	0.0494392779	0.16768663159	0.0185163907212	0.0227106782255	0.0	0.00389405568779	0.0003663003663	0.00287698412698	0.00255102040816	0.00433585617648	0.00851851851852	0.0	0.00319088319088	0.00355441326956	0.0444444444444	0.0370381272778	0.451495860636	0.564827917658	0.268775509644	0.270548523207	0.0	0.107407407407	0.00116226415094	0.0
chr1,8178350,8178524	0.00346596578084	0.00762980473336	0.000260019579844	0.00534362914019	0.00556745559212	0.00414380464642	0.00330389145701	0.00400372710528	0.00767924393998	0.0139867485412	0.00725378787879	0.00149924089069	0.00270501775148	0.00511799700388	0.00522979428978	0.00518488698235	0.00480175078536	0.00585833349487	0.00534647201401	0.00486759525386	0.00478131625381	0.0175235684339	0.00081799591002	0.00112044817927	0.00190476190476	0.00225616778808	0.00170905742565	0.00942700590124	0.00491586219318	0.0	0.0	0.0	0.00108401084011	0.00673851108634	0.0136592018375	0.00734037204625	0.002922833112	0.00358871459444	0.00271615390259	0.0
chr1,8190550,8190604	0.0046312605978	0.0055536488681	0.00405249491879	0.0163860449787	0.234590513808	0.297448133747	0.294299904437	0.234604064612	0.244720706765	0.225986885522	0.00396335224545	0.0038935919323	0.00481518706578	0.00384202305495	0.00494868594553	0.00950157052613	0.00469326270073	0.0109070456751	0.00534784618722	0.00267279378138	0.0	0.0	0.0	0.0	0.0	0.7	0.692307692308	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	0.0
chr1,8383169,8383410	0.00208578899289	0.00220028783641	0.00395143649128	0.00258209094908	0.00611407480736	0.0113555133606	0.00644350243495	0.0039527293692	0.0051318152513	0.00419291513171	0.00689311361241	0.00546923515229	0.00769552895098	0.00415302148077	0.00464383797667	0.00313994636882	0.00552508167763	0.00424555883202	0.00329597054617	0.0081851419998	0.00145348837209	0.0	0.00462962962963	0.0	0.0	0.0	0.0	0.0	0.0114889705882	0.00783629222038	0.0	0.0	0.00457722227528	0.0	0.00320512820513	0.0018115942029	0.00379529047101	0.00472901683635	0.00208542019274	0.004820716746
chr1,8538855,8538889	0.00528548035011	0.00161493322378	0.00226864614912	0.00522040257333	0.0176703809332	0.0116297556187	0.00942864200742	0.113529899503	0.103945279331	0.144997577418	0.137993556705	0.0441756854257	0.195709926545	0.24233731197	0.0560386347088	0.0580933479784	0.370329408787	0.539601551816	0.194842813852	0.0489683434179	0.00593139723575	0.0	0.00180831826401	0.00595238095238	0.00809261548837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148731592951	0.220187378411	0.0649708159126	0.0210084033613	0.410383842944	0.464226560189	0.107142857143	0.0803556676428
