chr	start	stop	cor
chr1	9373307	9373369	-0.236414272475376
chr1	9400219	9400328	0.12140682945924
chr1	9400219	9400335	0.0744348446638893
chr1	9420061	9420141	0.768501250848935
chr1	9462854	9462895	-0.059092705159627
chr1	9575344	9575444	-0.041451107247744
chr1	10015719	10015830	0.0770349909622937
chr1	10018091	10018183	0.297323922905024
chr1	10057518	10057637	0.245887332210146
chr1	10082944	10083042	0.214693112438745
chr1	10083282	10083409	0.396628622042998
chr1	10140578	10140702	0.349942941815998
chr1	10252159	10252269	0.731024978586261
chr1	10467811	10467900	0.684794926579886
chr1	10530203	10530269	-0.0212032336255097
chr1	10576188	10576304	0.556109675366378
chr1	10637960	10638016	0.222730233915984
chr1	10646004	10646119	0.710430966754264
chr1	10696622	10696734	-0.256690371960204
chr1	10770105	10770211	0.038505411977465
chr1	10840866	10840964	0.123114000648852
chr1	10984172	10984277	0.774937795924966
chr1	11009571	11009701	0.353912840999694
chr1	11011564	11011700	0.606568433732639
chr1	11052240	11052377	0.65708080681844
chr1	11129929	11130032	0.584141188942979
chr1	11210095	11210215	0.576218900216642
chr1	11242260	11242311	0.154008642705528
chr1	11284187	11284230	0.110814377357161
chr1	11284545	11284662	-0.117597006929274
chr1	11311179	11311281	0.237706780308678
chr1	11335718	11335837	0.120104852331067
chr1	11335721	11335809	-0.0296701307637599
chr1	11427027	11427111	0.644881575800576
chr1	11456879	11456947	0.0402994377880771
chr1	11458522	11458569	0.659485119824982
chr1	11458571	11458640	-0.0992862925999956
chr1	11514552	11514660	0.427332044308442
chr1	11524101	11524179	-0.100967304949388
chr1	11551680	11551750	0.609305914457668
chr1	11640375	11640480	0.0236762819809558
chr1	11672820	11672942	0.634074241550027
chr1	11763973	11764096	0.291445101095592
chr1	11763975	11764102	0.47643291049797
chr1	11781526	11781592	0.23972235197718
chr1	11810542	11810613	0.969302020510992
chr1	11844127	11844197	0.466737710577313
chr1	11859913	11860048	-0.13760116218903
chr1	11864306	11864394	0.157425120380471
chr1	11881226	11881337	0.115541094059992
chr1	11881278	11881341	0.0529784259358371
chr1	11901703	11901752	-0.473685337154043
chr1	12002907	12002981	0.124124876979931
chr1	12004206	12004280	-0.00646783323270528
chr1	12033661	12033760	-0.106361695918475
chr1	12034730	12034787	0.0922609877193504
chr1	12079631	12079699	0.10873069832799
chr1	12079631	12079704	-0.124137486778954
chr1	12079631	12079704	0.000161027847093154
chr1	12131062	12131193	-0.0636273791312395
chr1	12164859	12164914	0.0793583112609962
chr1	12164859	12164917	0.283566939647984
chr1	12174845	12174920	0.128041219421753
chr1	12192951	12193040	-0.0631054857122782
chr1	12218808	12218947	0.124267991119256
chr1	12253419	12253494	0.367934039142134
chr1	12254586	12254656	0.542084134419025
chr1	12270428	12270574	0.42819771726914
chr1	12297883	12298017	-0.0223921184543514
chr1	12307533	12307590	-0.0416842931989344
chr1	12327732	12327796	0.0739412683813179
chr1	12339162	12339270	0.207956265835085
chr1	12351968	12352080	0.147662556792651
chr1	12376231	12376345	0.368027868843612
chr1	12378620	12378706	0.403383403190051
chr1	12380323	12380384	-0.148665429524335
chr1	12471062	12471140	0.0350362547791921
chr1	12494795	12494833	-0.0576275599130284
chr1	12624575	12624641	0.334555603920424
chr1	12651606	12651704	0.120154940363561
chr1	12651944	12651992	-0.212609464091973
chr1	12673923	12673973	0.181973469419036
chr1	12689470	12689586	0.468175688598418
chr1	12700451	12700502	0.137601890480282
chr1	12734645	12734709	0.213307343155597
chr1	12811854	12811915	0.0384257843171182
chr1	12815432	12815506	0.083574005438875
chr1	12815436	12815506	0.206177242825379
chr1	12899176	12899229	0.0809546024220912
chr1	12904527	12904645	0.0166732284468968
chr1	12942521	12942573	0.0774569165485165
chr1	12953805	12953876	-0.199455208795287
chr1	12959513	12959571	0.0694032582586033
chr1	12959517	12959575	0.0806040320044633
chr1	13001314	13001340	-0.0217593228979736
chr1	13023970	13024023	0.0100611199651956
chr1	13050951	13051048	0.703320496822861
chr1	13081995	13082095	0.0171651477026449
chr1	13086717	13086823	0.23923216110534
chr1	13097639	13097689	0.207764473523989
chr1	13115233	13115332	-0.0948802894670989
chr1	13166058	13166169	-0.133478014679271
chr1	13192359	13192438	-0.620625157012366
chr1	13210862	13210982	0.130171462419296
chr1	13211355	13211468	-0.189529628772736
chr1	13217657	13217733	-0.0421066071823444
chr1	13230501	13230604	-0.322458917329756
chr1	13237049	13237161	-0.0992232782281976
chr1	13245216	13245348	-0.00279144158704777
chr1	13273060	13273193	0.104383500898681
chr1	13340256	13340383	-0.0457016179176824
chr1	13384239	13384344	-0.00351594847144204
chr1	13397538	13397605	-0.0545636912949666
chr1	13473485	13473545	-0.0728991379243657
chr1	13473939	13473999	0.220559051347707
chr1	13633870	13633982	0.346235022970168
chr1	13712434	13712502	-0.00845721360111768
chr1	13726888	13726956	0.236215331341075
chr1	13728132	13728229	-0.0801314828632855
chr1	13743230	13743276	-0.445635581120215
chr1	13743494	13743538	0.00804236562385168
chr1	13752877	13752937	0.0210861167978268
chr1	13772447	13772512	0.10459477108138
chr1	13795239	13795373	-0.0437678139760984
chr1	13817908	13818039	0.692645611146672
chr1	13965137	13965237	0.178081075296027
chr1	14019020	14019129	0.254368222221744
chr1	14071021	14071048	0.131495357804711
chr1	14090912	14091054	0.0410892851733403
chr1	14096753	14096854	0.0923032580569597
chr1	14138140	14138209	-0.115760298786719
chr1	14169088	14169139	0.472713405048213
chr1	14186200	14186308	0.181516714703368
chr1	14278331	14278404	0.0978506499455197
chr1	14310960	14311073	0.177404895146024
chr1	14335448	14335524	0.0177308478743899
chr1	14335448	14335524	-0.0143992848335027
chr1	14335604	14335683	0.0141390763357007
chr1	14928714	14928785	0.124166363106188
chr1	14931797	14931860	0.0587531479127067
chr1	15069185	15069252	0.110825826656827
chr1	15069185	15069256	-0.0280932204457641
chr1	15198468	15198550	-0.143356467665529
chr1	15198565	15198665	0.069257277267971
chr1	15199544	15199603	0.126824713041274
chr1	15199839	15199890	-0.0604887605373666
chr1	15200061	15200237	0.391078439523094
chr1	15415678	15415739	0.017479886436431
chr1	15415678	15415740	0.0302986979307838
chr1	15420767	15420828	-0.134888594557666
chr1	15421156	15421264	-0.0699730478496174
chr1	15421194	15421264	-0.0518066835585057
chr1	15429182	15429240	0.0179717365364161
chr1	15429182	15429240	-0.0474331634367426
chr1	15522856	15522926	0.0230452742717992
chr1	15525218	15525271	-0.0943505669149022
chr1	15536119	15536173	0.225563397874477
chr1	15564052	15564086	-0.0698452774922112
chr1	15564052	15564086	0.078076085586623
chr1	15585640	15585702	0.0765112550808404
chr1	15637901	15637946	0.0408459383389642
chr1	15677609	15677653	0.145043794871406
chr1	15683752	15683794	0.0217036793044901
chr1	15690659	15690731	-0.045717417528036
chr1	15713354	15713398	0.0175672398359812
chr1	15729874	15729944	0.0597041643274982
chr1	15743787	15743861	0.45930004269873
chr1	15763347	15763422	0.0973333137081057
chr1	15820262	15820322	-0.0478764431613655
chr1	15887750	15887868	-0.337187333610611
chr1	15888124	15888255	-0.0673573909843417
chr1	15924441	15924549	-0.0572777560410635
chr1	15924465	15924527	0.110135398862189
chr1	15994028	15994128	-0.203029597486489
chr1	16032719	16032779	-0.18504869590676
chr1	16038749	16038827	-0.0467628992651275
chr1	16061167	16061276	-0.00831260217781152
chr1	16070136	16070209	0.066664175595754
chr1	16094174	16094202	-0.0426010304625467
chr1	16094174	16094202	0.135273034581435
chr1	16110573	16110667	0.070403051068306
chr1	16114779	16114884	-0.178085740909916
chr1	16138177	16138243	0.14577369404711
chr1	16149354	16149476	-0.060521018995048
chr1	16149814	16149935	0.134641882013443
chr1	16156409	16156489	-0.0402381182743777
chr1	16158935	16159042	0.190555419608012
chr1	16180616	16180659	-0.0747809044932426
chr1	16194094	16194146	-0.0853534091014211
chr1	16194617	16194666	0.0986758801210701
chr1	16194617	16194666	0.068555910357341
chr1	16202501	16202566	-0.235320655146143
chr1	16202523	16202566	-0.0456065902613298
chr1	16253972	16254040	-0.041682026238185
chr1	16271810	16271853	0.107775611069464
chr1	16271810	16271853	-0.0721908695592945
chr1	16292542	16292649	0.0416450354209815
chr1	16443404	16443551	0.415553315923227
chr1	16447995	16448061	0.665394292462173
chr1	16498646	16498685	-0.101286958770893
chr1	16501073	16501129	-0.026451826953642
chr1	16607396	16607423	0.204844741979758
chr1	16643503	16643612	0.196411785835011
chr1	16673797	16673864	-0.146564114863145
chr1	16745666	16745715	-0.0224518448879996
chr1	16746532	16746607	0.199319632147546
chr1	16778061	16778202	-0.285121507227369
chr1	16801701	16801807	0.052286617246692
chr1	16896639	16896764	0.752961048566093
chr1	16925995	16926106	0.196528663001546
chr1	16931872	16931930	0.643311259145464
chr1	16942773	16942892	-0.266206266953833
chr1	17008013	17008103	0.127309289699269
chr1	17095688	17095795	0.79603309929905
chr1	17114252	17114385	0.143643644176311
chr1	17134789	17134893	0.336224047276621
chr1	17252863	17252991	0.820602607942282
chr1	17358072	17358199	0.178954472135393
chr1	17358093	17358190	0.232845577724503
chr1	17366834	17366893	-0.0951929899317468
chr1	17370745	17370784	-0.07098218009343
chr1	17371036	17371131	0.58255933879323
chr1	17522085	17522145	-0.101543314537178
chr1	17535566	17535665	-0.0237312095988401
chr1	17555186	17555276	-0.382717439900828
chr1	17599925	17600007	0.271474932553806
chr1	17603012	17603141	-0.0685054489683416
chr1	17668030	17668105	-0.290284523665395
chr1	17668119	17668194	-0.0915330081988292
chr1	17669534	17669668	0.0171889989550191
chr1	17675967	17676031	-0.165689837913616
chr1	17689690	17689829	-0.0646523747530663
chr1	17763443	17763585	0.479687509341456
chr1	17784024	17784167	-0.012554471431971
chr1	17818358	17818421	0.371630755464273
chr1	17819710	17819835	-0.227643768676706
chr1	17822027	17822141	-0.0247518892748401
chr1	17841950	17842041	-0.0908802327621984
chr1	17868300	17868375	0.456036727062604
chr1	17977752	17977889	-0.00412609467486058
chr1	18009277	18009352	0.294224897054336
chr1	18050946	18051000	0.498350737434544
chr1	18057160	18057288	0.381419498736093
chr1	18137913	18138021	0.559308307056753
chr1	18156458	18156515	0.163592785401197
chr1	18163394	18163468	-0.0475908210856369
chr1	18163394	18163469	-0.0168367159028571
chr1	18163403	18163468	0.142654758542087
chr1	18215147	18215211	-0.000810322543859883
chr1	18226951	18227026	0.273385160069825
chr1	18226951	18227026	0.484256976137848
chr1	18230625	18230685	0.448823947989887
chr1	18243299	18243408	-0.0482251408105108
chr1	18271419	18271468	-0.0527286634319051
chr1	18273177	18273270	0.265161324894433
chr1	18273177	18273280	0.353842373169586
chr1	18297284	18297406	0.402344714969708
chr1	18398679	18398794	0.0216417064706092
chr1	18450611	18450725	-0.141487260676712
chr1	18552762	18552906	0.272080344021948
chr1	18569818	18569861	0.0401813257501599
chr1	18604940	18605076	0.744503828793768
chr1	18640806	18640951	0.402831395017539
chr1	18769037	18769112	-0.07530950096425
chr1	18810890	18810970	0.0322337782536629
chr1	18816503	18816542	-0.00855442721801314
chr1	18946706	18946800	0.0897658842847829
chr1	18962640	18962685	-0.0589482970244339
chr1	18984149	18984251	0.278040269746368
chr1	18986717	18986853	0.408490110842103
chr1	19018038	19018170	0.186992634414243
chr1	19240246	19240337	0.479223895282556
chr1	19299164	19299261	0.345850940484746
chr1	19299170	19299261	-0.0263790141608294
chr1	19391755	19391888	0.28845504098313
chr1	19394796	19394920	0.0432382645442882
chr1	19394796	19394920	-0.115695565977677
chr1	19395073	19395178	0.050372135953549
chr1	19399352	19399468	0.451674841376091
chr1	19403149	19403290	0.00821708309257427
chr1	19431389	19431448	0.126908350210595
chr1	19451509	19451645	0.525848843427156
chr1	19579347	19579477	0.691837024763404
chr1	19603685	19603808	0.219038599618902
chr1	19624249	19624343	0.523949672154684
chr1	19639466	19639606	0.531779434553085
chr1	19640234	19640285	0.779786228981487
chr1	19663529	19663603	-0.0543123633651268
chr1	19675546	19675620	0.05419037282729
chr1	19722378	19722456	0.05337665355223
chr1	19736548	19736661	0.124864476152635
chr1	19804839	19804910	-0.159541579602788
chr1	19804883	19804984	0.157148647638712
chr1	19804901	19804984	-0.0388466999320269
chr1	19809953	19810028	0.013378418897049
chr1	19875156	19875290	0.354733127477671
chr1	19875313	19875385	0.32525093620282
chr1	19894924	19894987	0.755881372537614
chr1	19958309	19958419	-0.0740514930925713
chr1	19982421	19982525	0.411549401140151
chr1	20150722	20150818	0.689046202903249
chr1	20449185	20449313	0.548367077014877
chr1	20457070	20457113	-0.0364016840615905
chr1	20531474	20531547	0.654407006405014
chr1	20588121	20588243	0.285405967560663
chr1	20942439	20942539	0.427945645038553
chr1	20979437	20979497	0.0908834582882987
chr1	21033071	21033164	0.864325914147128
chr1	21098459	21098621	0.21208902752087
chr1	21098493	21098621	0.206647717107227
chr1	21126505	21126641	0.439409015151179
chr1	21154030	21154099	0.407037689973989
chr1	21172501	21172626	-0.070048867544177
chr1	21180984	21181046	0.0773239246854141
chr1	21185360	21185501	-0.0315316431486311
chr1	21195487	21195615	0.790646676097288
chr1	21398614	21398735	0.26117791219729
chr1	21426581	21426725	0.849209909890531
chr1	21450077	21450142	-0.212968577858938
chr1	21502129	21502218	0.766561227211381
chr1	21530810	21530865	-0.0682012851403848
chr1	21644231	21644354	0.66396135514896
chr1	21667907	21667978	0.338524565009975
chr1	21739075	21739146	0.167781145243066
chr1	21754437	21754557	0.216595532606799
chr1	21859378	21859418	0.00261634979068034
chr1	21873032	21873159	0.0929094653248218
chr1	21908474	21908588	0.455956077969721
chr1	21917907	21918030	0.810827386603553
chr1	22023774	22023901	0.82417075154352
chr1	22058111	22058237	0.586018833082905
chr1	22100596	22100644	-0.216144758408571
chr1	22244902	22245009	0.362147767153344
chr1	22246242	22246367	0.555228668854137
chr1	22274403	22274533	0.103746636244789
chr1	22316811	22316881	0.0942817136621691
chr1	22316811	22316881	-0.0486518461485007
chr1	22319228	22319347	0.049603362321259
chr1	22319765	22319873	0.144090732243124
chr1	22373268	22373387	-0.0107491452523953
chr1	22373655	22373777	0.0498263001597648
chr1	22518108	22518235	0.509341085071207
chr1	22518116	22518247	0.410445620499024
chr1	22658810	22658881	0.15370120097824
chr1	22668431	22668568	0.795154244462322
chr1	22808870	22808940	0.227700153818762
chr1	22849748	22849807	0.0100496412088929
chr1	22889694	22889817	0.697926577815044
chr1	22891635	22891694	0.613059337781
chr1	22950363	22950490	0.432749427146939
chr1	23003981	23004095	0.588722424445785
chr1	23005001	23005123	0.589740487370945
chr1	23135740	23135851	0.664970426540521
chr1	23149811	23149924	-0.0589321257263035
chr1	23198793	23198932	0.507085240308938
chr1	23276627	23276669	0.0134030526572537
chr1	23277363	23277499	0.416175449191545
chr1	23363948	23364044	0.125321506951224
chr1	23368544	23368643	0.272208982415694
chr1	23370797	23370863	-0.167644855110089
chr1	23436564	23436719	0.125230248537997
chr1	23440679	23440730	0.117382087180893
chr1	23462694	23462825	0.318050888793742
chr1	23498589	23498662	0.128012090694572
chr1	23521127	23521249	0.369947448449731
chr1	23596453	23596585	0.628861311091205
chr1	23641230	23641295	-0.0316106480622917
chr1	23701378	23701505	0.504030476828901
chr1	23706175	23706241	-0.181322523931984
chr1	23751566	23751696	-0.0635838666786052
chr1	23753487	23753561	-0.0448482832828132
chr1	24126692	24126822	0.301335533209075
chr1	24214266	24214389	0.132511682602611
chr1	24233834	24233946	-0.0163049139860117
chr1	24286260	24286374	0.577213203944091
chr1	24340463	24340550	0.185176465722691
chr1	24442044	24442173	0.174219210328329
chr1	24555091	24555164	0.212932953580742
chr1	24562318	24562447	-0.087904854802167
chr1	24635579	24635680	0.271461464618343
chr1	24766553	24766625	0.104764983096918
chr1	24766572	24766666	0.0128251144871771
chr1	24769938	24770035	0.166635301145837
chr1	24834956	24835090	0.677053177062325
chr1	24898588	24898703	0.787845550712271
chr1	24904319	24904454	-0.109856387408334
chr1	24990291	24990415	0.356067175261468
chr1	25097903	25097971	0.0872770572684094
chr1	25270511	25270623	0.450860032423329
chr1	25306758	25306889	0.154846609279424
chr1	25343134	25343206	-0.147146052698477
chr1	25344379	25344450	0.172374207389998
chr1	25344398	25344450	0.0585934642313481
chr1	25348637	25348742	0.551915875940026
chr1	25358481	25358593	0.219385285365751
chr1	25391172	25391301	0.500202593520661
chr1	25635174	25635232	0.209817857562796
chr1	25659460	25659564	0.689946561854534
chr1	25722426	25722550	0.298276692697603
chr1	25733267	25733327	0.513597139404754
chr1	25739772	25739882	0.30163875487556
chr1	25839525	25839662	0.224906990784922
chr1	25859785	25859861	0.552106333101503
chr1	25999240	25999364	-0.01442562260653
chr1	26357739	26357785	-0.107798834763263
chr1	26366530	26366606	-0.278671988383336
chr1	26582641	26582748	-0.00546942705266759
chr1	26944066	26944184	0.0726270312503512
chr1	27371774	27371848	0.323394552039246
chr1	27901653	27901749	0.689403285515979
chr1	28085442	28085544	0.467618414395515
chr1	28159724	28159830	0.763183697680897
chr1	28160672	28160810	0.140192376463004
chr1	28160674	28160809	0.346774224614388
chr1	28160678	28160799	0.209146511984487
chr1	28286059	28286118	0.1926579435704
chr1	28378407	28378467	-0.173060101579937
chr1	28419993	28420126	0.0583588983404088
chr1	28435428	28435510	0.699823694320985
chr1	28474552	28474697	0.565764743641858
chr1	28474552	28474698	0.402769904606353
chr1	28701415	28701538	0.465501790497995
chr1	28830747	28830858	0.626941293019322
chr1	28859957	28860075	0.76300306267336
chr1	28954303	28954420	0.759504730479374
chr1	29096713	29096766	-0.0132742262471025
chr1	29314749	29314860	0.334765281203309
chr1	29380677	29380727	-0.0375532005337562
chr1	29440672	29440778	0.528037385394938
chr1	29488341	29488467	0.77905541874515
chr1	29518043	29518173	0.0633275875544462
chr1	29549106	29549176	-0.009972328452237
chr1	29596321	29596457	0.132660366722232
chr1	29617190	29617310	0.532319191902
chr1	29640934	29641043	0.840559175676313
chr1	29702451	29702573	-0.0643168202372702
chr2	31186	31291	-0.0259988619515424
chr2	41537	41603	0.0824847256560199
chr2	78880	78928	0.158666495700682
chr2	79752	79854	0.305483341832954
chr2	153124	153201	0.0666929820117688
chr2	153859	153919	0.0991309593892001
chr2	167365	167417	-0.0357699672483248
chr2	168502	168563	0.596171539641479
chr2	170668	170741	0.335646424861309
chr2	290120	290227	0.74594415692255
chr2	485790	485921	0.360618066718673
chr2	499534	499633	0.0512609242946063
chr2	566691	566756	-0.0718069768194544
chr2	601141	601275	0.0356262763189355
chr2	601401	601517	-0.139302740341328
chr2	610407	610477	-0.0487448092142711
chr2	620227	620325	0.062838032184103
chr2	627239	627383	0.28977877809238
chr2	679912	679972	0.306255416644661
chr2	679915	679972	-0.0695630796843294
chr2	679927	679972	0.291336173678418
chr2	679983	680039	-0.0794307617721764
chr2	688012	688132	-0.123297804794618
chr2	704837	704903	0.247575849482602
chr2	736339	736412	0.11854198512892
chr2	736445	736575	0.0473407886846617
chr2	748553	748624	0.233170656221756
chr2	748556	748624	0.19613790702616
chr2	753060	753117	0.165864772462045
chr2	756019	756087	-0.0239322017620834
chr2	779837	779951	0.54313708184842
chr2	795583	795638	-0.030290691382599
chr2	809875	809980	0.415610859826535
chr2	853047	853154	0.53034697129196
chr2	859298	859387	0.513556112402515
chr2	931094	931148	-0.395350434547876
chr2	1005343	1005407	0.0225744460045144
chr2	1021647	1021751	0.516826531514301
chr2	1078096	1078170	0.14863164092297
chr2	1145036	1145174	0.355886044882162
chr2	1156008	1156125	0.45918243126249
chr2	1159615	1159739	0.274740413448747
chr2	1190735	1190800	0.0552947415384679
chr2	1193397	1193472	0.251404956649104
chr2	1197983	1198038	0.246296783098935
chr2	1226801	1226858	0.356312973862277
chr2	1249054	1249128	0.124150416916083
chr2	1272241	1272302	0.225545401359444
chr2	1297247	1297305	0.0190420647977966
chr2	1323105	1323163	-0.000775733449273395
chr2	1324501	1324557	0.286932125079323
chr2	1344807	1344861	-0.0677625678504303
chr2	1351316	1351356	0.329920755934309
chr2	1390191	1390264	-0.0062312621856401
chr2	1390192	1390265	-0.0927001726089032
chr2	1399570	1399683	0.047889716115982
chr2	1427413	1427466	0.203552720231337
chr2	1432601	1432632	0.351967953528522
chr2	1437917	1437957	-0.0390120466345481
chr2	1467680	1467806	0.438145079809397
chr2	1536146	1536262	0.0784098858555343
chr2	1536196	1536242	0.242069448848358
chr2	1546483	1546535	-0.22054243218345
chr2	1546484	1546595	-0.0691146510363358
chr2	1571592	1571730	0.531755403271628
chr2	1609523	1609602	0.0478506476454546
chr2	1615277	1615327	0.254732061681436
chr2	1615501	1615579	0.648436275785234
chr2	1670444	1670509	-0.0914753587486997
chr2	1681136	1681262	0.194215097131775
chr2	1681137	1681243	0.102971007713384
chr2	1696081	1696150	-0.0789072713805685
chr2	1740508	1740574	0.248758030612909
chr2	1758576	1758611	0.229846428914982
chr2	1775169	1775237	-0.0963221936324348
chr2	1797701	1797772	0.0320369932937169
chr2	1797705	1797772	-0.0629028421441482
chr2	1797709	1797772	0.0177179983144347
chr2	1821335	1821401	-0.0662726399720543
chr2	1940306	1940350	0.115164045720098
chr2	1944273	1944391	-0.0635995006987173
chr2	1991220	1991317	0.183070449509503
chr2	2021091	2021121	-0.000279811690924197
chr2	2071462	2071558	-0.0459926773973366
chr2	2101345	2101416	0.041990150613696
chr2	2101357	2101415	0.147418207163831
chr2	2114882	2115004	-0.169173829055576
chr2	2120689	2120796	0.609567278520935
chr2	2121192	2121247	0.0371480575757055
chr2	2202402	2202509	0.12102663725861
chr2	2358001	2358090	-0.0576187472326484
chr2	2358003	2358090	-0.0932157337968217
chr2	2358008	2358147	-0.0476121699584196
chr2	2379969	2380033	-0.0289897203961289
chr2	2401126	2401180	-0.0604289340943799
chr2	2401126	2401181	0.0438999747827321
chr2	2402905	2402969	-0.017203036629329
chr2	2402911	2402969	0.0325968501007999
chr2	2407872	2407926	-0.0259226016736476
chr2	2447673	2447806	-0.103298907360317
chr2	2463226	2463279	-0.00158347558672784
chr2	2526402	2526544	0.00130550536305543
chr2	2542444	2542546	0.201218478043944
chr2	2697798	2697917	0.645073857355722
chr2	2699265	2699318	-0.221540096490528
chr2	2705324	2705429	-0.285033539182622
chr2	2728357	2728414	-0.266388549649725
chr2	2749719	2749776	-0.087215946862212
chr2	2802426	2802497	0.0568195773935217
chr2	2812544	2812643	-0.0951852147659682
chr2	2812576	2812643	0.011689794219131
chr2	2886162	2886233	-0.00798476722502716
chr2	2914503	2914622	0.377324377750977
chr2	2930464	2930578	0.523385817274196
chr2	2931504	2931603	0.09756313775324
chr2	2960698	2960767	0.113541399006618
chr2	2964125	2964192	0.117894605640269
chr2	2966061	2966172	-0.0213971337171249
chr2	2966107	2966172	0.176058419727515
chr2	3026361	3026484	-0.177861675231234
chr2	3075124	3075180	0.191062769345219
chr2	3083828	3083934	0.170880450982533
chr2	3088877	3089012	0.152581810208011
chr2	3114425	3114475	-0.0622007832192084
chr2	3116944	3117001	0.0637608773792985
chr2	3119938	3119993	0.0301923624317548
chr2	3120000	3120049	0.0193118165010406
chr2	3138047	3138103	-0.105624210814803
chr2	3149097	3149214	0.19058203676495
chr2	3149139	3149209	0.220484042932769
chr2	3158388	3158466	0.211742013949417
chr2	3158428	3158495	-0.0783466848121409
chr2	3160475	3160555	0.0580142519231218
chr2	3197354	3197433	0.0217570435633927
chr2	3222255	3222319	0.0319384878608035
chr2	3235109	3235168	-0.106791599011059
chr2	3398841	3398886	-0.0675925130119815
chr2	3557523	3557567	0.0976271312594852
chr2	3623252	3623321	0.0129221565010251
chr2	3652959	3653022	0.142772651910809
chr2	3665872	3665943	0.15463470887874
chr2	3698152	3698246	-0.0593768768679545
chr2	3718928	3718975	0.165877785725937
chr2	3743633	3743741	0.133412676697822
chr2	3813824	3813872	-0.112033803936857
chr2	3828024	3828094	0.0775729047197535
chr2	3835354	3835411	0.0405749590116594
chr2	3837880	3837929	0.0967683990074245
chr2	3837880	3837929	-0.0754966346409418
chr2	3845315	3845383	0.00625936859420078
chr2	3868977	3869050	-0.0151444378532183
chr2	3868977	3869050	-0.113036561717829
chr2	3909778	3909859	0.117609497319699
chr2	3910091	3910191	-0.070683641686454
chr2	3910671	3910802	-0.0621353568082958
